split,idx,Path,corruption,severity,seed
cal,2423,CheXpert-v1.0-small/train/patient20892/study10/view1_frontal.jpg,occlusion,3,2086933717
cal,4804,CheXpert-v1.0-small/train/patient29503/study2/view1_frontal.jpg,occlusion,3,1225447069
cal,3988,CheXpert-v1.0-small/train/patient27175/study1/view1_frontal.jpg,screen,1,453155061
cal,3969,CheXpert-v1.0-small/train/patient08570/study3/view1_frontal.jpg,screen,3,1879162922
cal,2793,CheXpert-v1.0-small/train/patient24054/study1/view1_frontal.jpg,brightness,2,1323771724
cal,1373,CheXpert-v1.0-small/train/patient40892/study8/view1_frontal.jpg,screen,3,67545122
cal,3124,CheXpert-v1.0-small/train/patient22219/study1/view1_frontal.jpg,blur,2,1576037608
cal,4229,CheXpert-v1.0-small/train/patient50604/study3/view1_frontal.jpg,jpeg,3,1557276892
cal,2411,CheXpert-v1.0-small/train/patient16028/study10/view1_frontal.jpg,brightness,2,105700859
cal,1812,CheXpert-v1.0-small/train/patient11649/study5/view1_frontal.jpg,jpeg,2,160089131
cal,547,CheXpert-v1.0-small/train/patient30931/study2/view1_frontal.jpg,jpeg,2,543943935
cal,40,CheXpert-v1.0-small/train/patient22907/study6/view1_frontal.jpg,screen,3,330672450
cal,1046,CheXpert-v1.0-small/train/patient11858/study3/view1_frontal.jpg,screen,2,914008195
cal,240,CheXpert-v1.0-small/train/patient24478/study7/view1_frontal.jpg,screen,1,1213929641
cal,1694,CheXpert-v1.0-small/train/patient41278/study1/view1_frontal.jpg,screen,2,112121746
cal,4079,CheXpert-v1.0-small/train/patient40185/study8/view1_frontal.jpg,occlusion,2,567592910
cal,2636,CheXpert-v1.0-small/train/patient32765/study1/view1_frontal.jpg,occlusion,3,1387807932
cal,1286,CheXpert-v1.0-small/train/patient10640/study1/view1_frontal.jpg,brightness,3,898430857
cal,3329,CheXpert-v1.0-small/train/patient03449/study6/view1_frontal.jpg,jpeg,3,920298681
cal,2180,CheXpert-v1.0-small/train/patient42672/study9/view1_frontal.jpg,jpeg,1,1212319878
cal,2493,CheXpert-v1.0-small/train/patient23540/study1/view1_frontal.jpg,brightness,1,1745750790
cal,2334,CheXpert-v1.0-small/train/patient27088/study5/view1_frontal.jpg,occlusion,3,734165640
cal,2063,CheXpert-v1.0-small/train/patient07470/study1/view1_frontal.jpg,screen,1,741687249
cal,359,CheXpert-v1.0-small/train/patient35621/study13/view1_frontal.jpg,blur,2,1140181184
cal,2742,CheXpert-v1.0-small/train/patient06516/study14/view1_frontal.jpg,jpeg,2,1469506312
cal,3582,CheXpert-v1.0-small/train/patient39693/study9/view1_frontal.jpg,screen,2,1502321428
cal,52,CheXpert-v1.0-small/train/patient31395/study1/view1_frontal.jpg,occlusion,2,508953196
cal,1831,CheXpert-v1.0-small/train/patient50306/study1/view1_frontal.jpg,jpeg,3,1765134803
cal,4737,CheXpert-v1.0-small/train/patient32906/study4/view1_frontal.jpg,brightness,1,980342765
cal,217,CheXpert-v1.0-small/train/patient25661/study10/view1_frontal.jpg,screen,2,1993843053
cal,4749,CheXpert-v1.0-small/train/patient40109/study7/view1_frontal.jpg,occlusion,1,720943620
cal,1768,CheXpert-v1.0-small/train/patient54865/study1/view1_frontal.jpg,blur,1,1014696229
cal,3582,CheXpert-v1.0-small/train/patient39693/study9/view1_frontal.jpg,jpeg,3,1903433685
cal,3015,CheXpert-v1.0-small/train/patient02936/study26/view1_frontal.jpg,jpeg,1,2144012709
cal,2612,CheXpert-v1.0-small/train/patient41504/study4/view1_frontal.jpg,brightness,3,667226529
cal,3777,CheXpert-v1.0-small/train/patient10720/study2/view1_frontal.jpg,screen,2,1265801729
cal,1802,CheXpert-v1.0-small/train/patient63223/study1/view1_frontal.jpg,jpeg,3,1855818326
cal,1364,CheXpert-v1.0-small/train/patient46363/study2/view1_frontal.jpg,jpeg,2,572668977
cal,969,CheXpert-v1.0-small/train/patient50554/study1/view1_frontal.jpg,screen,3,1226234114
cal,4633,CheXpert-v1.0-small/train/patient55743/study1/view1_frontal.jpg,blur,3,1290897389
cal,79,CheXpert-v1.0-small/train/patient01537/study7/view1_frontal.jpg,brightness,1,540859157
cal,1347,CheXpert-v1.0-small/train/patient27632/study10/view1_frontal.jpg,occlusion,3,1621245212
cal,250,CheXpert-v1.0-small/train/patient33844/study1/view1_frontal.jpg,brightness,2,2003103345
cal,4520,CheXpert-v1.0-small/train/patient26030/study24/view1_frontal.jpg,blur,3,511869660
cal,1594,CheXpert-v1.0-small/train/patient20957/study1/view1_frontal.jpg,screen,3,3723390
cal,323,CheXpert-v1.0-small/train/patient18338/study7/view1_frontal.jpg,blur,1,1459565423
cal,533,CheXpert-v1.0-small/train/patient23955/study5/view1_frontal.jpg,occlusion,3,441717228
cal,3805,CheXpert-v1.0-small/train/patient26616/study2/view1_frontal.jpg,jpeg,2,1353622947
cal,3366,CheXpert-v1.0-small/train/patient13680/study1/view1_frontal.jpg,screen,3,1651366380
cal,3924,CheXpert-v1.0-small/train/patient18549/study1/view1_frontal.jpg,jpeg,3,1784129569
cal,4747,CheXpert-v1.0-small/train/patient24385/study33/view1_frontal.jpg,jpeg,3,1441509397
cal,3702,CheXpert-v1.0-small/train/patient05688/study4/view1_frontal.jpg,jpeg,3,790500949
cal,74,CheXpert-v1.0-small/train/patient23448/study4/view1_frontal.jpg,occlusion,2,897832123
cal,2852,CheXpert-v1.0-small/train/patient44498/study6/view1_frontal.jpg,blur,2,1875842236
cal,309,CheXpert-v1.0-small/train/patient37266/study5/view1_frontal.jpg,blur,3,440454864
cal,2556,CheXpert-v1.0-small/train/patient05912/study2/view1_frontal.jpg,blur,2,2013384686
cal,3329,CheXpert-v1.0-small/train/patient03449/study6/view1_frontal.jpg,occlusion,3,1607613841
cal,2587,CheXpert-v1.0-small/train/patient42965/study1/view1_frontal.jpg,blur,2,1438516338
cal,3810,CheXpert-v1.0-small/train/patient25806/study10/view1_frontal.jpg,screen,1,1164624805
cal,560,CheXpert-v1.0-small/train/patient26829/study3/view1_frontal.jpg,jpeg,1,746559441
cal,2867,CheXpert-v1.0-small/train/patient39336/study1/view1_frontal.jpg,occlusion,3,701382950
cal,4444,CheXpert-v1.0-small/train/patient48792/study1/view1_frontal.jpg,jpeg,1,1737797519
cal,4615,CheXpert-v1.0-small/train/patient07278/study7/view1_frontal.jpg,screen,3,1337663638
cal,502,CheXpert-v1.0-small/train/patient42641/study1/view1_frontal.jpg,occlusion,3,311568234
cal,3547,CheXpert-v1.0-small/train/patient29339/study2/view2_frontal.jpg,occlusion,2,192260293
cal,857,CheXpert-v1.0-small/train/patient05219/study1/view1_frontal.jpg,brightness,1,1945236763
cal,4276,CheXpert-v1.0-small/train/patient41526/study1/view1_frontal.jpg,jpeg,2,376533330
cal,988,CheXpert-v1.0-small/train/patient51812/study1/view1_frontal.jpg,occlusion,3,442347215
cal,50,CheXpert-v1.0-small/train/patient26494/study4/view1_frontal.jpg,screen,1,1533191761
cal,3789,CheXpert-v1.0-small/train/patient36464/study3/view1_frontal.jpg,blur,1,1141660288
cal,41,CheXpert-v1.0-small/train/patient38411/study1/view1_frontal.jpg,occlusion,1,1098528391
cal,3151,CheXpert-v1.0-small/train/patient49133/study2/view1_frontal.jpg,jpeg,1,1752318977
cal,1609,CheXpert-v1.0-small/train/patient24404/study5/view1_frontal.jpg,occlusion,3,1367055615
cal,4707,CheXpert-v1.0-small/train/patient40546/study3/view1_frontal.jpg,jpeg,2,1362670089
cal,2795,CheXpert-v1.0-small/train/patient06505/study1/view1_frontal.jpg,blur,3,933057463
cal,2325,CheXpert-v1.0-small/train/patient15178/study3/view1_frontal.jpg,screen,3,161096528
cal,886,CheXpert-v1.0-small/train/patient45675/study2/view1_frontal.jpg,jpeg,3,122305403
cal,614,CheXpert-v1.0-small/train/patient54642/study1/view1_frontal.jpg,jpeg,1,1127780572
cal,86,CheXpert-v1.0-small/train/patient08456/study1/view1_frontal.jpg,screen,3,1795326156
cal,1390,CheXpert-v1.0-small/train/patient39966/study3/view1_frontal.jpg,screen,3,1491978138
cal,296,CheXpert-v1.0-small/train/patient25151/study3/view1_frontal.jpg,occlusion,2,1293850622
cal,4377,CheXpert-v1.0-small/train/patient04462/study80/view1_frontal.jpg,jpeg,2,2015728807
cal,536,CheXpert-v1.0-small/train/patient31822/study4/view1_frontal.jpg,occlusion,2,1296612472
cal,1013,CheXpert-v1.0-small/train/patient24713/study3/view1_frontal.jpg,occlusion,2,1042522339
cal,2944,CheXpert-v1.0-small/train/patient50407/study3/view1_frontal.jpg,blur,2,384542317
cal,2170,CheXpert-v1.0-small/train/patient16140/study5/view1_frontal.jpg,occlusion,2,229321879
cal,1355,CheXpert-v1.0-small/train/patient02841/study1/view1_frontal.jpg,brightness,2,1681531586
cal,219,CheXpert-v1.0-small/train/patient03134/study4/view1_frontal.jpg,blur,3,1352534109
cal,4428,CheXpert-v1.0-small/train/patient19392/study20/view1_frontal.jpg,screen,2,1653081245
cal,2619,CheXpert-v1.0-small/train/patient01183/study1/view1_frontal.jpg,screen,1,581758464
cal,4415,CheXpert-v1.0-small/train/patient34870/study1/view1_frontal.jpg,occlusion,1,578837411
cal,1314,CheXpert-v1.0-small/train/patient44204/study1/view1_frontal.jpg,screen,1,1186265980
cal,3267,CheXpert-v1.0-small/train/patient44039/study1/view1_frontal.jpg,jpeg,3,1190584956
cal,453,CheXpert-v1.0-small/train/patient08707/study1/view1_frontal.jpg,brightness,3,293438596
cal,2795,CheXpert-v1.0-small/train/patient06505/study1/view1_frontal.jpg,blur,1,1153609731
cal,3940,CheXpert-v1.0-small/train/patient40159/study5/view1_frontal.jpg,brightness,3,332409038
cal,3546,CheXpert-v1.0-small/train/patient25514/study13/view1_frontal.jpg,jpeg,1,334652485
cal,3737,CheXpert-v1.0-small/train/patient26780/study34/view1_frontal.jpg,jpeg,2,1103548321
cal,2034,CheXpert-v1.0-small/train/patient00693/study25/view1_frontal.jpg,occlusion,2,1502005137
cal,3003,CheXpert-v1.0-small/train/patient12642/study2/view1_frontal.jpg,brightness,3,163037910
cal,2927,CheXpert-v1.0-small/train/patient37433/study2/view1_frontal.jpg,screen,3,1514158368
cal,742,CheXpert-v1.0-small/train/patient05216/study8/view1_frontal.jpg,occlusion,3,2131920630
cal,4890,CheXpert-v1.0-small/train/patient25580/study3/view1_frontal.jpg,screen,3,1057571235
cal,79,CheXpert-v1.0-small/train/patient01537/study7/view1_frontal.jpg,occlusion,1,61206676
cal,3456,CheXpert-v1.0-small/train/patient00557/study3/view1_frontal.jpg,blur,1,1596267321
cal,4885,CheXpert-v1.0-small/train/patient26272/study4/view2_frontal.jpg,jpeg,2,1399708583
cal,1392,CheXpert-v1.0-small/train/patient27543/study1/view1_frontal.jpg,brightness,2,1132616978
cal,3015,CheXpert-v1.0-small/train/patient02936/study26/view1_frontal.jpg,occlusion,2,534856725
cal,4816,CheXpert-v1.0-small/train/patient06715/study1/view1_frontal.jpg,blur,2,2017008469
cal,4156,CheXpert-v1.0-small/train/patient02377/study17/view1_frontal.jpg,screen,2,1054742863
cal,3752,CheXpert-v1.0-small/train/patient58924/study3/view1_frontal.jpg,blur,1,1677652085
cal,3317,CheXpert-v1.0-small/train/patient55189/study1/view1_frontal.jpg,jpeg,3,1944989672
cal,2758,CheXpert-v1.0-small/train/patient28192/study1/view1_frontal.jpg,brightness,2,1890028926
cal,2892,CheXpert-v1.0-small/train/patient33023/study1/view1_frontal.jpg,jpeg,3,1889067749
cal,4026,CheXpert-v1.0-small/train/patient43654/study1/view1_frontal.jpg,brightness,3,238571692
cal,1439,CheXpert-v1.0-small/train/patient28509/study2/view1_frontal.jpg,occlusion,2,1291047147
cal,1376,CheXpert-v1.0-small/train/patient07086/study1/view1_frontal.jpg,blur,2,1569740291
cal,1780,CheXpert-v1.0-small/train/patient14844/study2/view1_frontal.jpg,screen,1,2089997848
cal,419,CheXpert-v1.0-small/train/patient50973/study5/view1_frontal.jpg,screen,3,602933745
cal,2939,CheXpert-v1.0-small/train/patient30897/study5/view1_frontal.jpg,brightness,3,1142443798
cal,1863,CheXpert-v1.0-small/train/patient30472/study2/view1_frontal.jpg,occlusion,2,1795251199
cal,2178,CheXpert-v1.0-small/train/patient41356/study3/view1_frontal.jpg,blur,2,477230505
cal,4017,CheXpert-v1.0-small/train/patient07089/study1/view1_frontal.jpg,brightness,2,1002225907
cal,1306,CheXpert-v1.0-small/train/patient04523/study1/view2_frontal.jpg,brightness,1,1917009058
cal,1612,CheXpert-v1.0-small/train/patient33678/study1/view1_frontal.jpg,jpeg,1,1622055481
cal,4751,CheXpert-v1.0-small/train/patient06917/study1/view1_frontal.jpg,brightness,2,413693695
cal,4036,CheXpert-v1.0-small/train/patient35343/study1/view1_frontal.jpg,jpeg,1,345343062
cal,2207,CheXpert-v1.0-small/train/patient38046/study3/view1_frontal.jpg,screen,1,908677897
cal,3899,CheXpert-v1.0-small/train/patient39687/study1/view1_frontal.jpg,occlusion,1,1354237188
cal,337,CheXpert-v1.0-small/train/patient20917/study25/view1_frontal.jpg,blur,2,611212229
cal,3441,CheXpert-v1.0-small/train/patient47635/study1/view1_frontal.jpg,blur,2,182794769
cal,4033,CheXpert-v1.0-small/train/patient51207/study1/view1_frontal.jpg,brightness,1,1956994246
cal,595,CheXpert-v1.0-small/train/patient46876/study1/view1_frontal.jpg,brightness,2,476254197
cal,2270,CheXpert-v1.0-small/train/patient09313/study2/view1_frontal.jpg,blur,2,1568953920
cal,2110,CheXpert-v1.0-small/train/patient18264/study1/view1_frontal.jpg,occlusion,2,1848480231
cal,2304,CheXpert-v1.0-small/train/patient07386/study1/view1_frontal.jpg,occlusion,2,1818353349
cal,965,CheXpert-v1.0-small/train/patient09443/study3/view1_frontal.jpg,jpeg,3,2133038616
cal,1823,CheXpert-v1.0-small/train/patient18570/study1/view1_frontal.jpg,brightness,1,228998687
cal,2952,CheXpert-v1.0-small/train/patient28799/study1/view1_frontal.jpg,occlusion,1,1405552436
cal,2205,CheXpert-v1.0-small/train/patient18481/study3/view1_frontal.jpg,screen,1,467382710
cal,4544,CheXpert-v1.0-small/train/patient02456/study3/view1_frontal.jpg,screen,1,1830442354
cal,3301,CheXpert-v1.0-small/train/patient30875/study1/view1_frontal.jpg,screen,3,1758193147
cal,1533,CheXpert-v1.0-small/train/patient59990/study1/view1_frontal.jpg,occlusion,3,432762196
cal,4,CheXpert-v1.0-small/train/patient16006/study7/view1_frontal.jpg,brightness,2,1560738980
cal,392,CheXpert-v1.0-small/train/patient60286/study1/view1_frontal.jpg,screen,2,782709131
cal,4824,CheXpert-v1.0-small/train/patient31554/study1/view1_frontal.jpg,brightness,3,671374706
cal,2092,CheXpert-v1.0-small/train/patient52316/study1/view1_frontal.jpg,occlusion,3,276049154
cal,4210,CheXpert-v1.0-small/train/patient19206/study6/view1_frontal.jpg,occlusion,2,1310325389
cal,190,CheXpert-v1.0-small/train/patient10756/study15/view1_frontal.jpg,blur,3,1783181708
cal,4777,CheXpert-v1.0-small/train/patient08397/study9/view1_frontal.jpg,occlusion,2,1864053834
cal,3041,CheXpert-v1.0-small/train/patient23239/study1/view1_frontal.jpg,jpeg,3,615331085
cal,3199,CheXpert-v1.0-small/train/patient20019/study20/view1_frontal.jpg,brightness,1,1578095118
cal,3750,CheXpert-v1.0-small/train/patient29402/study1/view1_frontal.jpg,blur,2,1714194739
cal,4,CheXpert-v1.0-small/train/patient16006/study7/view1_frontal.jpg,occlusion,1,1641833384
cal,3218,CheXpert-v1.0-small/train/patient05550/study1/view1_frontal.jpg,blur,1,269199378
cal,1588,CheXpert-v1.0-small/train/patient36518/study4/view1_frontal.jpg,blur,2,1418136408
cal,3272,CheXpert-v1.0-small/train/patient00958/study1/view1_frontal.jpg,brightness,3,1492086034
cal,4932,CheXpert-v1.0-small/train/patient28992/study1/view1_frontal.jpg,jpeg,3,451917231
cal,4691,CheXpert-v1.0-small/train/patient53544/study2/view1_frontal.jpg,screen,2,806813110
cal,2993,CheXpert-v1.0-small/train/patient16451/study3/view1_frontal.jpg,brightness,2,805046915
cal,3207,CheXpert-v1.0-small/train/patient31716/study11/view1_frontal.jpg,brightness,3,1733698689
cal,3197,CheXpert-v1.0-small/train/patient19629/study1/view1_frontal.jpg,blur,1,841866046
cal,4053,CheXpert-v1.0-small/train/patient35703/study13/view1_frontal.jpg,occlusion,2,1896008673
cal,1560,CheXpert-v1.0-small/train/patient00277/study4/view1_frontal.jpg,jpeg,1,196034003
cal,1393,CheXpert-v1.0-small/train/patient29772/study2/view1_frontal.jpg,occlusion,1,790805711
cal,870,CheXpert-v1.0-small/train/patient26753/study15/view1_frontal.jpg,brightness,2,2000287933
cal,4676,CheXpert-v1.0-small/train/patient59750/study1/view1_frontal.jpg,occlusion,3,1254546349
cal,1798,CheXpert-v1.0-small/train/patient28432/study11/view1_frontal.jpg,occlusion,2,1858688681
cal,1521,CheXpert-v1.0-small/train/patient43719/study2/view1_frontal.jpg,brightness,3,1201041713
cal,367,CheXpert-v1.0-small/train/patient14101/study2/view1_frontal.jpg,jpeg,3,654981172
cal,731,CheXpert-v1.0-small/train/patient24391/study2/view1_frontal.jpg,screen,1,1131252268
cal,3996,CheXpert-v1.0-small/train/patient30747/study9/view1_frontal.jpg,jpeg,3,1137266521
cal,1518,CheXpert-v1.0-small/train/patient43089/study9/view1_frontal.jpg,brightness,1,1706450228
cal,2915,CheXpert-v1.0-small/train/patient25698/study1/view1_frontal.jpg,blur,3,1795885192
cal,216,CheXpert-v1.0-small/train/patient19062/study17/view1_frontal.jpg,occlusion,2,1052340673
cal,802,CheXpert-v1.0-small/train/patient56993/study1/view1_frontal.jpg,screen,1,689512438
cal,2213,CheXpert-v1.0-small/train/patient16523/study15/view1_frontal.jpg,brightness,3,765445130
cal,1711,CheXpert-v1.0-small/train/patient26043/study1/view1_frontal.jpg,screen,1,1307571123
cal,4222,CheXpert-v1.0-small/train/patient23888/study33/view1_frontal.jpg,occlusion,2,1623242217
cal,3060,CheXpert-v1.0-small/train/patient10501/study8/view1_frontal.jpg,jpeg,1,1231751145
cal,4396,CheXpert-v1.0-small/train/patient24008/study24/view1_frontal.jpg,jpeg,1,891330744
cal,2096,CheXpert-v1.0-small/train/patient13527/study4/view1_frontal.jpg,brightness,3,1535713451
cal,736,CheXpert-v1.0-small/train/patient06540/study14/view1_frontal.jpg,blur,3,1086388894
cal,125,CheXpert-v1.0-small/train/patient37608/study1/view1_frontal.jpg,blur,2,2091534882
cal,3255,CheXpert-v1.0-small/train/patient39236/study3/view1_frontal.jpg,brightness,3,1029893956
cal,2805,CheXpert-v1.0-small/train/patient15558/study13/view1_frontal.jpg,occlusion,3,1819702503
cal,577,CheXpert-v1.0-small/train/patient31060/study14/view1_frontal.jpg,occlusion,1,1530938473
cal,3415,CheXpert-v1.0-small/train/patient21499/study1/view1_frontal.jpg,occlusion,3,970858835
cal,2893,CheXpert-v1.0-small/train/patient34199/study7/view1_frontal.jpg,jpeg,3,1474545475
cal,989,CheXpert-v1.0-small/train/patient19680/study1/view1_frontal.jpg,brightness,1,498576350
cal,544,CheXpert-v1.0-small/train/patient34070/study54/view1_frontal.jpg,occlusion,2,1756811082
cal,2998,CheXpert-v1.0-small/train/patient48676/study1/view1_frontal.jpg,blur,1,1969656928
cal,552,CheXpert-v1.0-small/train/patient29893/study5/view1_frontal.jpg,screen,2,1816193281
cal,3550,CheXpert-v1.0-small/train/patient37682/study4/view1_frontal.jpg,screen,1,409603117
cal,3702,CheXpert-v1.0-small/train/patient05688/study4/view1_frontal.jpg,blur,1,1433121019
cal,2215,CheXpert-v1.0-small/train/patient22082/study2/view1_frontal.jpg,blur,2,1152849818
cal,2650,CheXpert-v1.0-small/train/patient31320/study5/view1_frontal.jpg,jpeg,2,1003129020
cal,836,CheXpert-v1.0-small/train/patient14989/study1/view1_frontal.jpg,occlusion,3,523942393
cal,572,CheXpert-v1.0-small/train/patient16508/study1/view1_frontal.jpg,blur,1,1595621611
cal,1526,CheXpert-v1.0-small/train/patient32770/study1/view1_frontal.jpg,blur,1,1050719941
cal,873,CheXpert-v1.0-small/train/patient00312/study3/view1_frontal.jpg,occlusion,1,1871439495
cal,3414,CheXpert-v1.0-small/train/patient09758/study9/view1_frontal.jpg,brightness,3,1462265614
cal,4564,CheXpert-v1.0-small/train/patient14660/study1/view1_frontal.jpg,jpeg,2,1262455911
cal,1528,CheXpert-v1.0-small/train/patient47483/study2/view1_frontal.jpg,occlusion,2,1955555368
cal,1,CheXpert-v1.0-small/train/patient07924/study2/view1_frontal.jpg,screen,3,1335694892
cal,1554,CheXpert-v1.0-small/train/patient61238/study1/view1_frontal.jpg,brightness,2,1584189805
cal,1749,CheXpert-v1.0-small/train/patient38149/study18/view1_frontal.jpg,jpeg,1,646650092
cal,4211,CheXpert-v1.0-small/train/patient35357/study1/view2_frontal.jpg,screen,2,1811168420
cal,4736,CheXpert-v1.0-small/train/patient41115/study3/view1_frontal.jpg,screen,2,1498041335
cal,2204,CheXpert-v1.0-small/train/patient11120/study26/view1_frontal.jpg,jpeg,3,1957157265
cal,1554,CheXpert-v1.0-small/train/patient61238/study1/view1_frontal.jpg,occlusion,3,572502265
cal,3052,CheXpert-v1.0-small/train/patient43589/study1/view1_frontal.jpg,screen,1,1124485348
cal,3904,CheXpert-v1.0-small/train/patient42984/study1/view1_frontal.jpg,blur,2,1978989313
cal,1113,CheXpert-v1.0-small/train/patient09793/study56/view1_frontal.jpg,brightness,3,1112205739
cal,485,CheXpert-v1.0-small/train/patient38708/study1/view1_frontal.jpg,brightness,2,1451795985
cal,782,CheXpert-v1.0-small/train/patient36771/study16/view1_frontal.jpg,jpeg,3,774551467
cal,3227,CheXpert-v1.0-small/train/patient48209/study2/view1_frontal.jpg,brightness,2,1664136465
cal,4180,CheXpert-v1.0-small/train/patient22920/study37/view1_frontal.jpg,brightness,3,133856895
cal,3193,CheXpert-v1.0-small/train/patient04881/study17/view2_frontal.jpg,blur,3,381903857
cal,1818,CheXpert-v1.0-small/train/patient37118/study8/view1_frontal.jpg,screen,3,890637741
cal,4124,CheXpert-v1.0-small/train/patient23915/study7/view1_frontal.jpg,occlusion,1,722755582
cal,4349,CheXpert-v1.0-small/train/patient28608/study1/view1_frontal.jpg,occlusion,3,1924532760
cal,1926,CheXpert-v1.0-small/train/patient59906/study3/view1_frontal.jpg,brightness,2,1871500369
cal,3850,CheXpert-v1.0-small/train/patient45592/study5/view1_frontal.jpg,brightness,2,1639773917
cal,2419,CheXpert-v1.0-small/train/patient12092/study4/view1_frontal.jpg,screen,3,1035143725
cal,4843,CheXpert-v1.0-small/train/patient14288/study3/view1_frontal.jpg,jpeg,1,258690442
cal,2928,CheXpert-v1.0-small/train/patient13849/study44/view1_frontal.jpg,jpeg,3,2118180916
cal,2527,CheXpert-v1.0-small/train/patient02922/study3/view1_frontal.jpg,jpeg,2,327590794
cal,353,CheXpert-v1.0-small/train/patient28912/study4/view1_frontal.jpg,jpeg,3,1598033992
cal,773,CheXpert-v1.0-small/train/patient58318/study1/view1_frontal.jpg,jpeg,1,162796772
cal,1441,CheXpert-v1.0-small/train/patient26381/study63/view1_frontal.jpg,occlusion,1,258166535
cal,4978,CheXpert-v1.0-small/train/patient43453/study2/view1_frontal.jpg,blur,2,1110084758
cal,1537,CheXpert-v1.0-small/train/patient05161/study2/view1_frontal.jpg,occlusion,3,1929135287
cal,2383,CheXpert-v1.0-small/train/patient36483/study3/view1_frontal.jpg,occlusion,1,1005159060
cal,1429,CheXpert-v1.0-small/train/patient04883/study4/view1_frontal.jpg,screen,2,1753814492
cal,780,CheXpert-v1.0-small/train/patient35585/study17/view1_frontal.jpg,blur,3,1854899754
cal,4990,CheXpert-v1.0-small/train/patient56565/study1/view1_frontal.jpg,brightness,3,1327729677
cal,3500,CheXpert-v1.0-small/train/patient28234/study26/view1_frontal.jpg,blur,3,378749424
cal,2422,CheXpert-v1.0-small/train/patient58120/study1/view1_frontal.jpg,brightness,1,1434976084
cal,1459,CheXpert-v1.0-small/train/patient13401/study1/view1_frontal.jpg,screen,1,1729211616
cal,798,CheXpert-v1.0-small/train/patient47177/study1/view1_frontal.jpg,blur,3,1320121728
cal,1575,CheXpert-v1.0-small/train/patient42523/study1/view1_frontal.jpg,brightness,3,601392188
cal,2492,CheXpert-v1.0-small/train/patient19185/study5/view1_frontal.jpg,screen,3,636331983
cal,2396,CheXpert-v1.0-small/train/patient24587/study11/view1_frontal.jpg,occlusion,1,1262470085
cal,4269,CheXpert-v1.0-small/train/patient30111/study9/view1_frontal.jpg,occlusion,2,1928312218
cal,2801,CheXpert-v1.0-small/train/patient23101/study4/view1_frontal.jpg,screen,3,239207340
cal,2111,CheXpert-v1.0-small/train/patient41225/study7/view1_frontal.jpg,occlusion,1,180429654
cal,4986,CheXpert-v1.0-small/train/patient19988/study1/view1_frontal.jpg,blur,1,1726542775
cal,4466,CheXpert-v1.0-small/train/patient40515/study4/view1_frontal.jpg,jpeg,2,862346067
cal,2853,CheXpert-v1.0-small/train/patient04233/study1/view1_frontal.jpg,blur,2,1105685232
cal,988,CheXpert-v1.0-small/train/patient51812/study1/view1_frontal.jpg,screen,3,1145541205
cal,4179,CheXpert-v1.0-small/train/patient39498/study4/view1_frontal.jpg,screen,2,214603697
cal,2404,CheXpert-v1.0-small/train/patient56463/study2/view1_frontal.jpg,occlusion,2,1460038151
cal,152,CheXpert-v1.0-small/train/patient09506/study6/view1_frontal.jpg,jpeg,3,1072000216
cal,4941,CheXpert-v1.0-small/train/patient43657/study4/view1_frontal.jpg,brightness,1,566428049
cal,3274,CheXpert-v1.0-small/train/patient02662/study8/view1_frontal.jpg,blur,2,118952229
cal,1634,CheXpert-v1.0-small/train/patient59143/study1/view1_frontal.jpg,brightness,1,1053834643
cal,4530,CheXpert-v1.0-small/train/patient47752/study4/view2_frontal.jpg,blur,1,1564844662
cal,1136,CheXpert-v1.0-small/train/patient57730/study1/view1_frontal.jpg,blur,1,2035717019
cal,4845,CheXpert-v1.0-small/train/patient37238/study1/view1_frontal.jpg,jpeg,1,1865727156
cal,1423,CheXpert-v1.0-small/train/patient40761/study1/view1_frontal.jpg,screen,2,1007806623
cal,1822,CheXpert-v1.0-small/train/patient48258/study5/view1_frontal.jpg,blur,3,153647274
cal,3584,CheXpert-v1.0-small/train/patient63262/study1/view1_frontal.jpg,blur,3,341272602
cal,399,CheXpert-v1.0-small/train/patient15411/study3/view1_frontal.jpg,screen,2,2090933993
cal,2441,CheXpert-v1.0-small/train/patient22320/study5/view1_frontal.jpg,brightness,1,1648411429
cal,4326,CheXpert-v1.0-small/train/patient17681/study20/view1_frontal.jpg,occlusion,1,1344733798
cal,403,CheXpert-v1.0-small/train/patient50838/study3/view1_frontal.jpg,blur,3,1043834250
cal,1428,CheXpert-v1.0-small/train/patient54209/study1/view1_frontal.jpg,brightness,3,845421158
cal,4362,CheXpert-v1.0-small/train/patient11019/study6/view1_frontal.jpg,blur,1,1629626302
cal,2051,CheXpert-v1.0-small/train/patient19815/study2/view1_frontal.jpg,occlusion,1,68569045
cal,514,CheXpert-v1.0-small/train/patient07564/study4/view1_frontal.jpg,blur,2,702439379
cal,300,CheXpert-v1.0-small/train/patient37482/study4/view1_frontal.jpg,blur,3,762953050
cal,4106,CheXpert-v1.0-small/train/patient01066/study8/view1_frontal.jpg,brightness,3,1925221683
cal,4878,CheXpert-v1.0-small/train/patient35163/study8/view1_frontal.jpg,screen,2,1517295659
cal,1353,CheXpert-v1.0-small/train/patient60945/study1/view1_frontal.jpg,blur,1,159115897
cal,263,CheXpert-v1.0-small/train/patient16580/study13/view1_frontal.jpg,blur,3,2092925458
cal,4594,CheXpert-v1.0-small/train/patient17701/study1/view1_frontal.jpg,jpeg,2,1538349698
